prompt_id,plateforme,secteur,marque,position,sentiment,n_mentions,sources_marque,sources_urls
P07,gemini,Banque,Crédit Mutuel,first_paragraph,neutral,1,non,
P08,gemini,Banque,BNP Paribas,middle,positive,3,non,
P08,gemini,Banque,Société Générale,end,neutral,2,non,
P08,gemini,Banque,BoursoBank,first_paragraph,positive,3,non,
P08,gemini,Banque,Fortuneo,middle,positive,2,non,
P09,gemini,Assurance,MAIF,middle,positive,1,non,
P09,gemini,Assurance,Matmut,first_paragraph,positive,1,non,
P09,gemini,Assurance,Direct Assurance,middle,neutral,1,non,
P10,gemini,Assurance,AXA,middle,neutral,1,non,
P10,gemini,Assurance,MAIF,middle,positive,1,non,
P10,gemini,Assurance,MACIF,middle,neutral,1,non,
P10,gemini,Assurance,Groupama,middle,neutral,1,non,
P10,gemini,Assurance,GMF,middle,positive,3,non,
P10,gemini,Assurance,MMA,middle,positive,1,non,
P10,gemini,Assurance,Direct Assurance,first_paragraph,positive,1,non,
P11,gemini,Assurance,Matmut,middle,positive,1,non,
P11,gemini,Assurance,Groupama,end,neutral,1,non,
P11,gemini,Assurance,Direct Assurance,end,positive,1,non,
P11,gemini,Assurance,Alan,middle,positive,1,non,
P12,gemini,Assurance,AXA,end,positive,1,non,
P12,gemini,Assurance,MAIF,end,positive,1,non,
P12,gemini,Assurance,MACIF,end,positive,1,non,
P12,gemini,Assurance,Groupama,end,positive,1,non,
P12,gemini,Assurance,Leocare,end,positive,1,non,
P13,gemini,Assurance,MAIF,first_paragraph,positive,2,non,
P13,gemini,Assurance,MACIF,middle,neutral,1,non,
P13,gemini,Assurance,Matmut,middle,positive,3,non,
P13,gemini,Assurance,GMF,middle,positive,1,non,
P13,gemini,Assurance,Leocare,middle,neutral,1,non,
P14,gemini,Assurance,MACIF,middle,positive,1,non,
P14,gemini,Assurance,GMF,middle,positive,1,non,
P15,gemini,Assurance,Alan,middle,positive,1,non,
P18,gemini,Telecom & énergie,Orange,middle,positive,4,non,
P18,gemini,Telecom & énergie,Free,first_paragraph,positive,3,non,
P18,gemini,Telecom & énergie,SFR,middle,positive,1,non,
P18,gemini,Telecom & énergie,Bouygues Telecom,middle,neutral,1,non,
P18,gemini,Telecom & énergie,Sosh,middle,neutral,2,non,
P18,gemini,Telecom & énergie,RED by SFR,middle,positive,2,non,
P19,gemini,Telecom & énergie,Orange,middle,positive,3,non,
P19,gemini,Telecom & énergie,Free,end,neutral,1,non,
P19,gemini,Telecom & énergie,SFR,middle,positive,4,non,
P19,gemini,Telecom & énergie,Bouygues Telecom,middle,positive,3,non,
P19,gemini,Telecom & énergie,Sosh,middle,neutral,1,non,
P19,gemini,Telecom & énergie,RED by SFR,middle,neutral,2,non,
P20,gemini,Telecom & énergie,EDF,first_paragraph,positive,2,non,
P21,gemini,Telecom & énergie,EDF,first_paragraph,positive,1,non,
P21,gemini,Telecom & énergie,Engie,middle,positive,1,non,
P22,gemini,Telecom & énergie,Orange,first_paragraph,positive,6,non,
P22,gemini,Telecom & énergie,Free,first_paragraph,neutral,6,non,
P22,gemini,Telecom & énergie,SFR,first_paragraph,positive,3,non,
P22,gemini,Telecom & énergie,Bouygues Telecom,first_paragraph,positive,7,non,
P22,gemini,Telecom & énergie,Sosh,middle,neutral,1,non,
P23,gemini,Telecom & énergie,Orange,middle,neutral,3,non,
P23,gemini,Telecom & énergie,Free,first_paragraph,positive,5,non,
P23,gemini,Telecom & énergie,Bouygues Telecom,middle,positive,1,non,
P23,gemini,Telecom & énergie,Sosh,middle,neutral,2,non,
P23,gemini,Telecom & énergie,RED by SFR,middle,positive,2,non,
P24,gemini,Telecom & énergie,EDF,middle,neutral,2,non,
P24,gemini,Telecom & énergie,Mint Énergie,end,positive,2,non,
P25,gemini,Retail & e-commerce,E.Leclerc,middle,positive,2,non,
P25,gemini,Retail & e-commerce,Decathlon,middle,positive,1,non,
P25,gemini,Retail & e-commerce,Leroy Merlin,middle,positive,1,non,
P25,gemini,Retail & e-commerce,Cdiscount,middle,positive,1,non,
P27,gemini,Retail & e-commerce,Darty,middle,neutral,1,non,
P27,gemini,Retail & e-commerce,Cdiscount,middle,neutral,1,non,
P27,gemini,Retail & e-commerce,Back Market,first_paragraph,positive,1,non,
P28,gemini,Retail & e-commerce,Fnac,middle,positive,1,non,
P28,gemini,Retail & e-commerce,Darty,middle,positive,1,non,
P28,gemini,Retail & e-commerce,Back Market,first_paragraph,positive,3,non,
P29,gemini,Retail & e-commerce,E.Leclerc,first_paragraph,positive,6,non,
P29,gemini,Retail & e-commerce,Carrefour,middle,neutral,4,non,
P30,gemini,Retail & e-commerce,Decathlon,first_paragraph,positive,5,non,
P31,gemini,Retail & e-commerce,Fnac,middle,positive,4,non,
P31,gemini,Retail & e-commerce,Darty,middle,positive,2,non,
P31,gemini,Retail & e-commerce,Cdiscount,middle,positive,2,non,
P31,gemini,Retail & e-commerce,Back Market,middle,positive,1,non,
P32,gemini,Retail & e-commerce,Darty,middle,positive,4,non,
P32,gemini,Retail & e-commerce,Leroy Merlin,middle,positive,4,non,
P32,gemini,Retail & e-commerce,La Redoute,first_paragraph,positive,4,non,
P33,gemini,Tech & services FR,Doctolib,first_paragraph,positive,4,non,
P34,gemini,Tech & services FR,BlaBlaCar,first_paragraph,positive,12,non,
P35,gemini,Tech & services FR,Leboncoin,first_paragraph,positive,1,non,
P36,gemini,Tech & services FR,Deezer,first_paragraph,positive,3,non,
P37,gemini,Tech & services FR,OVHcloud,first_paragraph,positive,4,non,
P38,gemini,Tech & services FR,PayFit,first_paragraph,positive,8,non,
P39,gemini,Tech & services FR,Swile,first_paragraph,positive,3,non,
P40,gemini,Tech & services FR,Yuka,first_paragraph,positive,2,non,
P01,claude,Banque,Société Générale,first_paragraph,positive,1,non,
P01,claude,Banque,BoursoBank,first_paragraph,positive,4,non,
P01,claude,Banque,Fortuneo,middle,positive,2,non,
P01,claude,Banque,Hello bank!,middle,neutral,5,non,
P01,claude,Banque,Crédit Mutuel,middle,positive,1,non,
P02,claude,Banque,Crédit Agricole,end,positive,2,non,
P02,claude,Banque,Société Générale,end,positive,2,non,
P02,claude,Banque,BoursoBank,first_paragraph,positive,7,non,
P02,claude,Banque,Fortuneo,first_paragraph,positive,4,non,
P03,claude,Banque,BoursoBank,first_paragraph,positive,4,non,
P03,claude,Banque,Fortuneo,first_paragraph,positive,2,non,
P03,claude,Banque,Hello bank!,middle,neutral,2,non,
P04,claude,Banque,BNP Paribas,middle,neutral,1,non,
P04,claude,Banque,BoursoBank,middle,neutral,1,non,
P04,claude,Banque,Hello bank!,middle,neutral,2,non,
P04,claude,Banque,Qonto,middle,positive,3,non,
P05,claude,Banque,BNP Paribas,first_paragraph,positive,2,non,
P05,claude,Banque,Crédit Agricole,first_paragraph,positive,2,non,
P05,claude,Banque,Société Générale,first_paragraph,positive,1,non,
P05,claude,Banque,BoursoBank,middle,positive,1,non,
P05,claude,Banque,Fortuneo,middle,positive,1,non,
P05,claude,Banque,Hello bank!,middle,positive,3,non,
P05,claude,Banque,La Banque Postale,middle,positive,4,non,
P05,claude,Banque,Crédit Mutuel,middle,positive,2,non,
P06,claude,Banque,BNP Paribas,first_paragraph,positive,7,non,
P06,claude,Banque,Crédit Agricole,middle,positive,2,non,
P06,claude,Banque,Société Générale,first_paragraph,positive,1,non,
P06,claude,Banque,BoursoBank,first_paragraph,positive,6,non,
P06,claude,Banque,Fortuneo,first_paragraph,positive,4,non,
P06,claude,Banque,Hello bank!,first_paragraph,positive,6,non,
P06,claude,Banque,Crédit Mutuel,first_paragraph,positive,5,non,
P07,claude,Banque,BNP Paribas,first_paragraph,positive,4,non,
P07,claude,Banque,Crédit Agricole,first_paragraph,positive,4,non,
P07,claude,Banque,Société Générale,first_paragraph,positive,2,non,
P07,claude,Banque,BoursoBank,middle,positive,3,non,
P07,claude,Banque,Fortuneo,middle,positive,3,non,
P07,claude,Banque,La Banque Postale,first_paragraph,positive,2,non,
P07,claude,Banque,Crédit Mutuel,first_paragraph,positive,2,non,
P08,claude,Banque,BNP Paribas,middle,positive,4,non,
P08,claude,Banque,BoursoBank,first_paragraph,positive,4,non,
P08,claude,Banque,Fortuneo,middle,positive,1,non,
P09,claude,Assurance,AXA,middle,neutral,1,non,
P09,claude,Assurance,MAIF,first_paragraph,positive,2,non,
P09,claude,Assurance,Matmut,first_paragraph,positive,1,non,
P09,claude,Assurance,GMF,middle,positive,2,non,
P09,claude,Assurance,MMA,middle,positive,2,non,
P09,claude,Assurance,Direct Assurance,first_paragraph,positive,1,non,
P09,claude,Assurance,Leocare,first_paragraph,positive,1,non,
P10,claude,Assurance,AXA,middle,positive,1,non,
P10,claude,Assurance,MAIF,middle,positive,1,non,
P10,claude,Assurance,Matmut,middle,positive,1,non,
P10,claude,Assurance,Groupama,middle,positive,1,non,
P10,claude,Assurance,GMF,first_paragraph,positive,1,non,
P10,claude,Assurance,MMA,first_paragraph,positive,1,non,
P11,claude,Assurance,AXA,first_paragraph,positive,3,non,
P11,claude,Assurance,MMA,first_paragraph,neutral,1,non,
P12,claude,Assurance,MAIF,first_paragraph,positive,1,non,
P12,claude,Assurance,Direct Assurance,first_paragraph,positive,1,non,
P12,claude,Assurance,Leocare,first_paragraph,positive,2,non,
P13,claude,Assurance,AXA,middle,positive,1,non,
P13,claude,Assurance,MAIF,middle,positive,2,non,
P13,claude,Assurance,Matmut,middle,neutral,1,non,
P13,claude,Assurance,Groupama,middle,positive,1,non,
P13,claude,Assurance,GMF,middle,positive,1,non,
P13,claude,Assurance,MMA,middle,positive,1,non,
P13,claude,Assurance,Direct Assurance,middle,neutral,1,non,
P14,claude,Assurance,MAIF,first_paragraph,neutral,1,non,
P14,claude,Assurance,MACIF,first_paragraph,positive,3,non,
P14,claude,Assurance,GMF,first_paragraph,positive,4,non,
P14,claude,Assurance,MMA,middle,positive,1,non,
P14,claude,Assurance,Leocare,end,positive,1,non,
P15,claude,Assurance,Alan,middle,neutral,2,non,
P17,claude,Telecom & énergie,Orange,first_paragraph,positive,7,non,
P17,claude,Telecom & énergie,Free,first_paragraph,positive,7,non,
P17,claude,Telecom & énergie,SFR,first_paragraph,positive,3,non,
P17,claude,Telecom & énergie,Bouygues Telecom,first_paragraph,positive,8,non,
P18,claude,Telecom & énergie,Orange,middle,positive,1,non,
P18,claude,Telecom & énergie,Free,first_paragraph,positive,1,non,
P18,claude,Telecom & énergie,SFR,middle,positive,1,non,
P18,claude,Telecom & énergie,Sosh,first_paragraph,positive,3,non,
P18,claude,Telecom & énergie,RED by SFR,first_paragraph,neutral,1,non,
P19,claude,Telecom & énergie,Free,middle,positive,3,non,
P19,claude,Telecom & énergie,SFR,first_paragraph,positive,4,non,
P19,claude,Telecom & énergie,Sosh,middle,positive,1,non,
P19,claude,Telecom & énergie,RED by SFR,first_paragraph,positive,9,non,
P20,claude,Telecom & énergie,EDF,middle,positive,3,non,
P21,claude,Telecom & énergie,EDF,first_paragraph,neutral,1,non,
P21,claude,Telecom & énergie,Engie,middle,positive,2,non,
P21,claude,Telecom & énergie,TotalEnergies,middle,positive,1,non,
P22,claude,Telecom & énergie,Orange,first_paragraph,positive,3,non,
P22,claude,Telecom & énergie,Free,middle,positive,5,non,
P22,claude,Telecom & énergie,SFR,first_paragraph,positive,3,non,
P22,claude,Telecom & énergie,Bouygues Telecom,first_paragraph,positive,5,non,
P23,claude,Telecom & énergie,Orange,middle,positive,1,non,
P23,claude,Telecom & énergie,Free,first_paragraph,positive,3,non,
P23,claude,Telecom & énergie,SFR,middle,positive,1,non,
P23,claude,Telecom & énergie,Bouygues Telecom,middle,positive,3,non,
P23,claude,Telecom & énergie,RED by SFR,middle,positive,1,non,
P25,claude,Retail & e-commerce,E.Leclerc,middle,positive,2,non,
P25,claude,Retail & e-commerce,Carrefour,middle,positive,1,non,
P25,claude,Retail & e-commerce,Fnac,first_paragraph,positive,3,non,
P25,claude,Retail & e-commerce,Darty,middle,positive,2,non,
P25,claude,Retail & e-commerce,Cdiscount,first_paragraph,positive,2,non,
P25,claude,Retail & e-commerce,La Redoute,middle,neutral,1,non,
P25,claude,Retail & e-commerce,Back Market,middle,positive,2,non,
P25,claude,Retail & e-commerce,ManoMano,middle,neutral,1,non,
P26,claude,Retail & e-commerce,E.Leclerc,middle,neutral,1,non,
P26,claude,Retail & e-commerce,Carrefour,middle,neutral,1,non,
P26,claude,Retail & e-commerce,Fnac,middle,positive,1,non,
P26,claude,Retail & e-commerce,Darty,middle,positive,1,non,
P26,claude,Retail & e-commerce,Cdiscount,first_paragraph,positive,1,non,
P26,claude,Retail & e-commerce,Back Market,first_paragraph,positive,2,non,
P27,claude,Retail & e-commerce,Leroy Merlin,first_paragraph,positive,3,non,
P27,claude,Retail & e-commerce,ManoMano,middle,positive,1,non,
P28,claude,Retail & e-commerce,Fnac,middle,positive,2,non,
P28,claude,Retail & e-commerce,Darty,middle,positive,2,non,
P28,claude,Retail & e-commerce,Cdiscount,middle,positive,2,non,
P28,claude,Retail & e-commerce,Back Market,first_paragraph,positive,4,non,
P29,claude,Retail & e-commerce,E.Leclerc,first_paragraph,positive,8,non,
P29,claude,Retail & e-commerce,Carrefour,middle,neutral,1,non,
P30,claude,Retail & e-commerce,Decathlon,first_paragraph,positive,2,non,
P31,claude,Retail & e-commerce,Fnac,first_paragraph,positive,3,non,
P31,claude,Retail & e-commerce,Darty,first_paragraph,positive,3,non,
P31,claude,Retail & e-commerce,Cdiscount,middle,neutral,2,non,
P31,claude,Retail & e-commerce,Back Market,middle,positive,2,non,
P32,claude,Retail & e-commerce,Fnac,middle,positive,1,non,
P32,claude,Retail & e-commerce,Darty,middle,positive,2,non,
P32,claude,Retail & e-commerce,Leroy Merlin,middle,positive,4,non,
P32,claude,Retail & e-commerce,Cdiscount,middle,positive,2,non,
P32,claude,Retail & e-commerce,La Redoute,first_paragraph,positive,2,non,
P33,claude,Tech & services FR,Doctolib,first_paragraph,neutral,3,non,
P34,claude,Tech & services FR,BlaBlaCar,first_paragraph,positive,8,non,
P35,claude,Tech & services FR,Leboncoin,first_paragraph,positive,1,oui,leboncoin.fr
P36,claude,Tech & services FR,Deezer,first_paragraph,positive,4,non,
P37,claude,Tech & services FR,OVHcloud,first_paragraph,positive,4,non,
P38,claude,Tech & services FR,PayFit,first_paragraph,positive,6,non,
P39,claude,Tech & services FR,Swile,first_paragraph,positive,5,non,
P40,claude,Tech & services FR,Yuka,first_paragraph,positive,4,non,
